PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,,,PCO_NAME,BNF_CHAPTER_PLUS_CODE,,,,,,,,
MANCHESTER CCG,21: Appliances,291.83301,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,21.99379,,,,,,,
MANCHESTER CCG,21: Appliances,8.31667,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,19.57217,,,,,,,
MANCHESTER CCG,21: Appliances,16.42881,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.30339,,,,,,,
MANCHESTER CCG,21: Appliances,59.08123,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,24.61411,,,,,,,
MANCHESTER CCG,21: Appliances,14.235,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.71238,,,,,,,
MANCHESTER CCG,21: Appliances,26.09027,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,260.82168,,,,,,,
MANCHESTER CCG,21: Appliances,18.38714,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.86592,,,,,,,
MANCHESTER CCG,21: Appliances,12.10936,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,35.35655,,,,,,,
MANCHESTER CCG,21: Appliances,3.60679,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.4909,,,,,,,
MANCHESTER CCG,21: Appliances,13.02654,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.7694,,,,,,,
MANCHESTER CCG,21: Appliances,7.91384,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,16.26872,,,,,,,
MANCHESTER CCG,21: Appliances,4.95777,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.1273,,,,,,,
MANCHESTER CCG,21: Appliances,12.41302,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.33163,,,,,,,
MANCHESTER CCG,21: Appliances,32.44241,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,27.79338,,,,,,,
MANCHESTER CCG,21: Appliances,12.36343,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.99294,,,,,,,
MANCHESTER CCG,21: Appliances,5.56511,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,14.98645,,,,,,,
MANCHESTER CCG,21: Appliances,260.30763,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.64398,,,,,,,
MANCHESTER CCG,21: Appliances,44.59515,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,14.09229,,,,,,,
MANCHESTER CCG,21: Appliances,1.33241,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.6801,,,,,,,
MANCHESTER CCG,21: Appliances,14.29077,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,35.35655,,,,,,,
MANCHESTER CCG,21: Appliances,282.79119,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,9.81708,,,,,,,
MANCHESTER CCG,21: Appliances,14.92908,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.69659,,,,,,,
MANCHESTER CCG,21: Appliances,66.78748,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,15.41799,,,,,,,
MANCHESTER CCG,21: Appliances,7.54905,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.41884,,,,,,,
MANCHESTER CCG,21: Appliances,6.02679,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,22.33848,,,,,,,
MANCHESTER CCG,21: Appliances,15.49923,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.65002,,,,,,,
MANCHESTER CCG,21: Appliances,102.32226,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.10216,,,,,,,
MANCHESTER CCG,21: Appliances,48.56136,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.93454,,,,,,,
MANCHESTER CCG,21: Appliances,13.96235,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,45.97454,,,,,,,
MANCHESTER CCG,21: Appliances,18.4801,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,12.78836,,,,,,,
MANCHESTER CCG,21: Appliances,24.98096,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,100.64268,,,,,,,
MANCHESTER CCG,21: Appliances,49.89995,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,39.20022,,,,,,,
MANCHESTER CCG,21: Appliances,31.75454,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,257.20075,,,,,,,
MANCHESTER CCG,21: Appliances,2.18762,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,16.25632,,,,,,,
MANCHESTER CCG,21: Appliances,43.15428,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,12.52751,,,,,,,
MANCHESTER CCG,21: Appliances,36.8982,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,46.22916,,,,,,,
MANCHESTER CCG,21: Appliances,4.69749,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,15.39319,,,,,,,
MANCHESTER CCG,21: Appliances,36.34665,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,12.61134,,,,,,,
MANCHESTER CCG,21: Appliances,10.70259,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,25.03027,,,,,,,
MANCHESTER CCG,21: Appliances,9.1223,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,38.01075,,,,,,,
MANCHESTER CCG,21: Appliances,6.6868,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.86901,,,,,,,
MANCHESTER CCG,21: Appliances,9.28033,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.08353,,,,,,,
MANCHESTER CCG,21: Appliances,3.55411,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.18608,,,,,,,
MANCHESTER CCG,21: Appliances,4.80904,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,106.20639,,,,,,,
MANCHESTER CCG,21: Appliances,5.89355,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,8.30201,,,,,,,
MANCHESTER CCG,21: Appliances,14.81134,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,21.38529,,,,,,,
MANCHESTER CCG,21: Appliances,42.06053,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.15475,,,,,,,
MANCHESTER CCG,21: Appliances,50.78619,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,15.03925,,,,,,,
MANCHESTER CCG,21: Appliances,3.71213,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.93454,,,,,,,
MANCHESTER CCG,21: Appliances,6.08257,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,14.73497,,,,,,,
MANCHESTER CCG,21: Appliances,11.02794,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,120.10257,,,,,,,
MANCHESTER CCG,21: Appliances,11.14879,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,53.07822,,,,,,,
MANCHESTER CCG,21: Appliances,73.82119,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.07171,,,,,,,
MANCHESTER CCG,21: Appliances,6.51947,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.37197,,,,,,,
MANCHESTER CCG,21: Appliances,3.02424,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,16.73751,,,,,,,
MANCHESTER CCG,21: Appliances,19.91784,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.33388,,,,,,,
MANCHESTER CCG,21: Appliances,11.10541,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.81684,,,,,,,
MANCHESTER CCG,21: Appliances,7.23835,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,326.16969,,,,,,,
MANCHESTER CCG,21: Appliances,100.45068,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.86601,,,,,,,
MANCHESTER CCG,21: Appliances,307.82814,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.65169,,,,,,,
MANCHESTER CCG,21: Appliances,56.56195,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,389.60528,,,,,,,
MANCHESTER CCG,21: Appliances,7.68145,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.56365,,,,,,,
MANCHESTER CCG,21: Appliances,7.64116,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,57.85645,,,,,,,
MANCHESTER CCG,21: Appliances,3.26594,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,27.95487,,,,,,,
MANCHESTER CCG,21: Appliances,6.98426,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.22834,,,,,,,
MANCHESTER CCG,21: Appliances,14.87951,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.65751,,,,,,,
MANCHESTER CCG,21: Appliances,2.96847,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,8.13436,,,,,,,
MANCHESTER CCG,21: Appliances,10.2502,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,22.34156,,,,,,,
MANCHESTER CCG,21: Appliances,10.96287,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,0.9997,,,,,,,
MANCHESTER CCG,21: Appliances,19.19896,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,29.46993,,,,,,,
MANCHESTER CCG,21: Appliances,50.647,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,31.49425,,,,,,,
MANCHESTER CCG,21: Appliances,13.05753,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.97518,,,,,,,
MANCHESTER CCG,21: Appliances,3.3496,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.92774,,,,,,,
MANCHESTER CCG,21: Appliances,33.53944,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.72139,,,,,,,
MANCHESTER CCG,21: Appliances,11.58259,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.71944,,,,,,,
MANCHESTER CCG,21: Appliances,20.06658,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,12.49956,,,,,,,
MANCHESTER CCG,21: Appliances,5.87806,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.45021,,,,,,,
MANCHESTER CCG,21: Appliances,4.37214,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.987,,,,,,,
MANCHESTER CCG,21: Appliances,32.54775,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.66017,,,,,,,
MANCHESTER CCG,21: Appliances,19.87142,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.09627,,,,,,,
MANCHESTER CCG,21: Appliances,6.6868,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.98533,,,,,,,
MANCHESTER CCG,21: Appliances,28.25624,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.7042,,,,,,,
MANCHESTER CCG,21: Appliances,13.94993,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,50.00157,,,,,,,
MANCHESTER CCG,21: Appliances,36.4644,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.31638,,,,,,,
MANCHESTER CCG,21: Appliances,4.28848,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.48627,,,,,,,
MANCHESTER CCG,21: Appliances,14.47671,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,0.33594,,,,,,,
MANCHESTER CCG,21: Appliances,31.5531,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,18.60343,,,,,,,
MANCHESTER CCG,21: Appliances,6.81694,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,82.61644,,,,,,,
MANCHESTER CCG,21: Appliances,58.81155,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,22.33848,,,,,,,
MANCHESTER CCG,21: Appliances,24.11645,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,32.61201,,,,,,,
MANCHESTER CCG,21: Appliances,25.1731,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,69.89351,,,,,,,
MANCHESTER CCG,21: Appliances,29.42438,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.82876,,,,,,,
MANCHESTER CCG,21: Appliances,5.03214,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.93478,,,,,,,
MANCHESTER CCG,21: Appliances,4.98566,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.73214,,,,,,,
MANCHESTER CCG,21: Appliances,7.36849,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.40021,,,,,,,
MANCHESTER CCG,21: Appliances,21.72125,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,31.46945,,,,,,,
MANCHESTER CCG,21: Appliances,16.93699,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.79989,,,,,,,
MANCHESTER CCG,21: Appliances,4.4651,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,0.96867,,,,,,,
MANCHESTER CCG,21: Appliances,7.36849,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.94215,,,,,,,
MANCHESTER CCG,21: Appliances,18.4677,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,100.64863,,,,,,,
MANCHESTER CCG,21: Appliances,1.98311,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,23.30086,,,,,,,
MANCHESTER CCG,21: Appliances,12.28289,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.92238,,,,,,,
MANCHESTER CCG,21: Appliances,16.96186,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,16.67546,,,,,,,
MANCHESTER CCG,21: Appliances,70.673,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.69998,,,,,,,
MANCHESTER CCG,21: Appliances,1.7972,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.44933,,,,,,,
MANCHESTER CCG,21: Appliances,7.2229,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.5933,,,,,,,
MANCHESTER CCG,21: Appliances,28.79226,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.32819,,,,,,,
MANCHESTER CCG,21: Appliances,15.04373,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,32.42561,,,,,,,
MANCHESTER CCG,21: Appliances,6.38933,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,15.8465,,,,,,,
MANCHESTER CCG,21: Appliances,21.5694,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.41231,,,,,,,
MANCHESTER CCG,21: Appliances,15.60158,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,9.81091,,,,,,,
MANCHESTER CCG,21: Appliances,125.47492,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.69998,,,,,,,
MANCHESTER CCG,21: Appliances,5.59919,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.97347,,,,,,,
MANCHESTER CCG,21: Appliances,3.54481,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.29692,,,,,,,
MANCHESTER CCG,21: Appliances,24.55335,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.8541,,,,,,,
MANCHESTER CCG,21: Appliances,10.2502,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,54.69277,,,,,,,
MANCHESTER CCG,21: Appliances,10.57245,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,8.32064,,,,,,,
MANCHESTER CCG,21: Appliances,15.25754,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,8.76772,,,,,,,
MANCHESTER CCG,21: Appliances,7.29413,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.8744,,,,,,,
MANCHESTER CCG,21: Appliances,6.55046,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.98872,,,,,,,
MANCHESTER CCG,21: Appliances,23.65025,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.45443,,,,,,,
MANCHESTER CCG,21: Appliances,7.3268,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,9.30795,,,,,,,
MANCHESTER CCG,21: Appliances,182.50801,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.27039,,,,,,,
MANCHESTER CCG,21: Appliances,17.48853,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,8.6187,,,,,,,
MANCHESTER CCG,21: Appliances,16.94938,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.35619,,,,,,,
MANCHESTER CCG,21: Appliances,63.65774,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,46.58327,,,,,,,
MANCHESTER CCG,21: Appliances,79.51642,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,8.58144,,,,,,,
MANCHESTER CCG,21: Appliances,2.97777,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,16.54814,,,,,,,
MANCHESTER CCG,21: Appliances,124.09303,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,13.04602,,,,,,,
MANCHESTER CCG,21: Appliances,66.85552,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.99489,,,,,,,
MANCHESTER CCG,21: Appliances,12.05978,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,88.48437,,,,,,,
MANCHESTER CCG,21: Appliances,10.98146,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.1352,,,,,,,
MANCHESTER CCG,21: Appliances,39.56302,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.3655,,,,,,,
MANCHESTER CCG,21: Appliances,24.55958,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.16652,,,,,,,
MANCHESTER CCG,21: Appliances,8.18117,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.20378,,,,,,,
MANCHESTER CCG,21: Appliances,13.96235,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,178.47186,,,,,,,
MANCHESTER CCG,21: Appliances,9.1347,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,62.82405,,,,,,,
MANCHESTER CCG,21: Appliances,2.35495,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.33501,,,,,,,
MANCHESTER CCG,21: Appliances,3.08931,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.76008,,,,,,,
MANCHESTER CCG,21: Appliances,3.5634,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.73801,,,,,,,
MANCHESTER CCG,21: Appliances,47.42106,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,21.3046,,,,,,,
MANCHESTER CCG,21: Appliances,19.608,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,13.01499,,,,,,,
MANCHESTER CCG,21: Appliances,43.75233,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,391.26971,,,,,,,
MANCHESTER CCG,21: Appliances,7.70625,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,21.317,,,,,,,
MANCHESTER CCG,21: Appliances,45.6115,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,45.79145,,,,,,,
MANCHESTER CCG,21: Appliances,4.58594,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.29519,,,,,,,
MANCHESTER CCG,21: Appliances,33.20467,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.81004,,,,,,,
MANCHESTER CCG,21: Appliances,8.30427,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.18599,,,,,,,
MANCHESTER CCG,21: Appliances,14.30317,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.62292,,,,,,,
MANCHESTER CCG,21: Appliances,4.61383,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,14.25686,,,,,,,
MANCHESTER CCG,21: Appliances,780.99729,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.00313,,,,,,,
MANCHESTER CCG,21: Appliances,7.83328,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.35619,,,,,,,
MANCHESTER CCG,21: Appliances,17.20347,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.21402,,,,,,,
MANCHESTER CCG,21: Appliances,6.12905,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,19.58457,,,,,,,
MANCHESTER CCG,21: Appliances,51.25098,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.83121,,,,,,,
MANCHESTER CCG,21: Appliances,4.61383,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,51.97909,,,,,,,
MANCHESTER CCG,21: Appliances,4.15833,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.21534,,,,,,,
MANCHESTER CCG,21: Appliances,8.37863,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.54511,,,,,,,
MANCHESTER CCG,21: Appliances,21.03953,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.1352,,,,,,,
MANCHESTER CCG,21: Appliances,5.35749,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.36805,,,,,,,
MANCHESTER CCG,21: Appliances,4.64172,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.15804,,,,,,,
MANCHESTER CCG,21: Appliances,29.2199,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.5738,,,,,,,
MANCHESTER CCG,21: Appliances,19.02546,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,27.92384,,,,,,,
MANCHESTER CCG,21: Appliances,26.31342,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,19.1996,,,,,,,
MANCHESTER CCG,21: Appliances,10.62203,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.5738,,,,,,,
MANCHESTER CCG,21: Appliances,6.6992,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.89979,,,,,,,
MANCHESTER CCG,21: Appliances,36.73708,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.33163,,,,,,,
MANCHESTER CCG,21: Appliances,42.68642,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,97.46952,,,,,,,
MANCHESTER CCG,21: Appliances,80.0309,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,12.28225,,,,,,,
MANCHESTER CCG,21: Appliances,3.55102,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,15.8465,,,,,,,
MANCHESTER CCG,21: Appliances,18.54206,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,13.94012,,,,,,,
MANCHESTER CCG,21: Appliances,2.62763,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.17667,,,,,,,
MANCHESTER CCG,21: Appliances,45.5991,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,37.15727,,,,,,,
MANCHESTER CCG,21: Appliances,4.34425,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.20378,,,,,,,
MANCHESTER CCG,21: Appliances,3.21018,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,6.69998,,,,,,,
MANCHESTER CCG,21: Appliances,5.58059,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,130.41084,,,,,,,
MANCHESTER CCG,21: Appliances,4.56735,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,23.76354,,,,,,,
MANCHESTER CCG,21: Appliances,3.26594,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,9.43834,,,,,,,
MANCHESTER CCG,21: Appliances,4.78115,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,79.67339,,,,,,,
MANCHESTER CCG,21: Appliances,27.44746,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,20.91026,,,,,,,
MANCHESTER CCG,21: Appliances,3.60678,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,35.80363,,,,,,,
MANCHESTER CCG,21: Appliances,5.1251,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,10.83547,,,,,,,
MANCHESTER CCG,21: Appliances,32.64383,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.53963,,,,,,,
MANCHESTER CCG,21: Appliances,2.97777,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,130.44804,,,,,,,
MANCHESTER CCG,21: Appliances,26.2514,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.92945,,,,,,,
MANCHESTER CCG,21: Appliances,1.17438,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,1.33501,,,,,,,
MANCHESTER CCG,21: Appliances,4.98878,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,12.17043,,,,,,,
MANCHESTER CCG,21: Appliances,0.91409,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.71944,,,,,,,
MANCHESTER CCG,21: Appliances,6.36144,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,21.317,,,,,,,
MANCHESTER CCG,21: Appliances,27.90297,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,13.03362,,,,,,,
MANCHESTER CCG,21: Appliances,3.70594,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.31525,,,,,,,
MANCHESTER CCG,21: Appliances,97.81057,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,39.36781,,,,,,,
MANCHESTER CCG,21: Appliances,36.4892,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,130.42324,,,,,,,
MANCHESTER CCG,21: Appliances,5.29242,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.10357,,,,,,,
MANCHESTER CCG,21: Appliances,27.99593,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,53.09062,,,,,,,
MANCHESTER CCG,21: Appliances,21.60351,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,26.12934,,,,,,,
MANCHESTER CCG,21: Appliances,2.39213,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.35619,,,,,,,
MANCHESTER CCG,21: Appliances,1.18367,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.78802,,,,,,,
MANCHESTER CCG,21: Appliances,6.12905,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,18.90149,,,,,,,
MANCHESTER CCG,21: Appliances,10.9902,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,11.66443,,,,,,,
MANCHESTER CCG,21: Appliances,7.43976,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,12.86899,,,,,,,
MANCHESTER CCG,21: Appliances,6.16623,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.5738,,,,,,,
MANCHESTER CCG,21: Appliances,3.64706,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.97347,,,,,,,
MANCHESTER CCG,21: Appliances,26.09027,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,30.50066,,,,,,,
MANCHESTER CCG,21: Appliances,520.66486,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,4.18515,,,,,,,
MANCHESTER CCG,21: Appliances,4.16763,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,48.80616,,,,,,,
MANCHESTER CCG,21: Appliances,1.64227,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,21.1742,,,,,,,
MANCHESTER CCG,21: Appliances,16.69839,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,62.02606,,,,,,,
MANCHESTER CCG,21: Appliances,7.42427,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,9.80148,,,,,,,
MANCHESTER CCG,21: Appliances,10.04569,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,5.1476,,,,,,,
MANCHESTER CCG,21: Appliances,0.93269,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,44.72655,,,,,,,
MANCHESTER CCG,21: Appliances,3.3496,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,7.29608,,,,,,,
MANCHESTER CCG,21: Appliances,5.87806,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.31893,,,,,,,
MANCHESTER CCG,21: Appliances,20.54999,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,2.25712,,,,,,,
MANCHESTER CCG,21: Appliances,14.29077,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,3.86601,,,,,,,
MANCHESTER CCG,21: Appliances,7.1144,,,,,,,,,,,,MANCHESTER CCG,21: Appliances,18.42338,,,,,,,
